guava,31
watermelon,90
tangerine,61
raspberry,10
pomegranate,97
watermelon,24
melon,36
dragonfruit,24
watermelon,64
raspberry,83
pomegranate,36
starfruit,91
cranberry,88
melon,46
cranberry,0
watermelon,78
pomelo,63
watermelon,21
pomegranate,7
banana,16
watermelon,86
apple,74
pomegranate,76
raspberry,7
tangerine,80
raspberry,18
tangerine,52
pomelo,1
banana,90
melon,31
guava,17
cranberry,99
starfruit,35
apple,23
apple,61
apple,47
raspberry,24
melon,26
tangerine,59
raspberry,7
raspberry,94
guava,17
apple,78
apple,37
banana,71
tangerine,14
tangerine,27
nectarine,17
raspberry,37
nectarine,20
pomelo,66
starfruit,48
tangerine,93
blackberry,57
guava,6
raspberry,3
cranberry,65
cranberry,55
melon,20
tangerine,47
blackberry,54
tangerine,7
starfruit,54
blackberry,41
dragonfruit,32
cranberry,39
apple,43
apple,91
dragonfruit,72
nectarine,23
tangerine,1
watermelon,74
pomelo,48
tangerine,6
melon,66
cranberry,59
pomelo,61
apple,17
pomelo,78
melon,75
cranberry,59
nectarine,50
cranberry,84
cranberry,30
apple,34
banana,66
dragonfruit,63
raspberry,64
raspberry,91
melon,72
pomelo,71
dragonfruit,39
banana,23
starfruit,83
pomelo,81
melon,48
nectarine,4
apple,87
watermelon,83
nectarine,93
dragonfruit,37
pomelo,90
raspberry,58
banana,91
nectarine,0
tangerine,62
pomelo,48
starfruit,88
guava,92
dragonfruit,78
apple,50
banana,23
blackberry,88
blackberry,92
nectarine,81
starfruit,1
starfruit,61
tangerine,54
dragonfruit,67
tangerine,49
melon,86
dragonfruit,14
cranberry,26
nectarine,26
raspberry,44
nectarine,25
starfruit,81
watermelon,16
blackberry,26
pomegranate,15
starfruit,75
pomelo,17
apple,29
starfruit,95
melon,90
guava,29
cranberry,62
cranberry,51
apple,56
nectarine,7
pomelo,98
starfruit,10
raspberry,75
watermelon,47
guava,1
raspberry,5
pomelo,34
watermelon,86
melon,60
pomegranate,58
cranberry,43
nectarine,48
raspberry,17
pomelo,25
guava,25
raspberry,91
pomegranate,32
raspberry,40
dragonfruit,72
pomegranate,27
banana,64
pomelo,33
raspberry,7
tangerine,39
cranberry,81
blackberry,84
pomegranate,27
watermelon,38
apple,26
cranberry,31
banana,62
pomegranate,44
pomegranate,27
melon,81
pomelo,77
watermelon,48
pomegranate,38
guava,94
dragonfruit,52
dragonfruit,98
banana,98
raspberry,45
starfruit,84
cranberry,30
blackberry,8
guava,26
raspberry,11
apple,33
pomegranate,43
cranberry,32
guava,77
dragonfruit,67
guava,79
blackberry,47
banana,16
cranberry,23
tangerine,11
apple,33
cranberry,16
raspberry,98
nectarine,30
watermelon,61
blackberry,42
watermelon,27
apple,88
cranberry,21
guava,62
starfruit,24
apple,22
cranberry,62
tangerine,58
banana,49
apple,77
banana,81
guava,41
blackberry,85
apple,86
tangerine,92
cranberry,71
melon,17
guava,19
guava,34
blackberry,85
nectarine,81
nectarine,53
pomegranate,59
tangerine,32
apple,14
tangerine,12
melon,31
nectarine,30
blackberry,37
apple,34
raspberry,59
pomegranate,76
cranberry,47
melon,54
dragonfruit,39
apple,63
pomelo,93
raspberry,62
tangerine,60
banana,15
watermelon,77
blackberry,74
apple,13
guava,9
blackberry,80
dragonfruit,44
raspberry,80
raspberry,39
watermelon,75
tangerine,28
pomelo,81
watermelon,33
watermelon,64
cranberry,65
watermelon,28
pomegranate,32
raspberry,40
guava,24
nectarine,24
nectarine,16
pomegranate,26
cranberry,1
pomelo,85
melon,43
apple,20
tangerine,18
guava,48
raspberry,47
blackberry,8
tangerine,66
blackberry,12
banana,59
pomegranate,61
guava,99
guava,77
cranberry,70
watermelon,60
guava,83
tangerine,47
starfruit,92
cranberry,27
starfruit,41
nectarine,45
cranberry,59
starfruit,40
cranberry,82
nectarine,50
raspberry,20
watermelon,94
pomegranate,78
raspberry,44
raspberry,26
dragonfruit,58
watermelon,22
starfruit,60
banana,81
banana,97
